Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
393,Nikola Krstovi?,me MNE,FW,it Atalanta,25-272,2000,6,3,319,3.5,0,0,0,0,0,0,0,0,1.5,1.5,0.2,1.7,1,6,26,0,0,0,0,0,0.43,0.05,0.48,0.43,0.48,Matches
394,Mohammed Kudus,gh GHA,FW,eng Tottenham,25-153,2000,5,3,271,3,1,0,1,0,1,1,0,0,1,0.2,0.5,0.7,20,16,25,0.33,0,0.33,0,0,0.33,0.15,0.49,0.07,0.22,Matches
395,Lev Kurgin,kz KAZ,DF,kz Qa?rat Almaty,23-210,2002,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
396,Vasil Kušej,cz CZE,"FW,MF",cz Slavia Prague,25-223,2000,5,3,274,3,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1,4,11,14,0,0,0,0,0,0.15,0.2,0.34,0.15,0.34,Matches
397,Berkan Kutlu,tr TUR,MF,tr Galatasaray,27-342,1998,2,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
398,Ahmed Kutucu,tr TUR,"FW,MF",tr Galatasaray,25-307,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
399,Khvicha Kvaratskhelia,ge GEO,FW,fr Paris S-G,24-324,2001,5,5,394,4.4,2,2,4,2,0,0,0,0,0.6,0.6,0.6,1.2,29,18,33,0.46,0.46,0.91,0.46,0.91,0.13,0.15,0.28,0.13,0.28,Matches
400,Konrad Laimer,at AUT,DF,de Bayern Munich,28-220,1997,6,6,513,5.7,0,3,3,0,0,0,3,0,0.3,0.3,1.6,1.9,8,22,31,0,0.53,0.53,0,0.53,0.06,0.28,0.34,0.06,0.34,Matches
401,Noa Lang,nl NED,"MF,FW",it Napoli,26-199,1999,5,2,220,2.4,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,12,9,15,0,0,0,0,0,0.16,0.18,0.34,0.16,0.34,Matches
402,Bruno Langa,mz MOZ,DF,cy Pafos FC,28-063,1997,6,0,98,1.1,0,0,0,0,0,0,1,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,Matches
403,Aymeric Laporte,es ESP,DF,es Athletic Club,31-220,1994,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,Matches
404,Hugo Larsson,se SWE,MF,de Eint Frankfurt,21-189,2004,5,4,347,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,Matches
405,Jordan Larsson,se SWE,MF,dk FC Copenhagen,28-196,1997,6,6,445,4.9,2,0,2,1,1,1,0,0,1.7,0.9,1.1,1.9,16,22,29,0.4,0,0.4,0.2,0.2,0.34,0.22,0.55,0.18,0.39,Matches
406,Roméo Lavia,be BEL,MF,eng Chelsea,21-361,2004,2,2,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0.1,0,9,1,0,0,0,0,0,0.05,0.06,0.11,0.05,0.11,Matches
407,Robin Le Normand,es ESP,DF,es Atlético Madrid,29-052,1996,5,4,297,3.3,1,0,1,1,0,0,2,0,0.4,0.4,0,0.4,0,5,1,0.3,0,0.3,0.3,0.3,0.13,0,0.13,0.13,0.13,Matches
408,Iñigo Lekue,es ESP,DF,es Athletic Club,32-243,1993,2,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,4,2,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches
409,Mario Lemina,ga GAB,MF,tr Galatasaray,32-123,1993,4,4,293,3.3,0,1,1,0,0,0,1,0,0,0,0.3,0.3,2,9,2,0,0.31,0.31,0,0.31,0,0.08,0.08,0,0.08,Matches
410,Clément Lenglet,fr FRA,DF,es Atlético Madrid,30-199,1995,2,2,180,2,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches
411,Lukas Lerager,dk DEN,MF,dk FC Copenhagen,32-174,1993,5,5,450,5,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.9,0,16,11,0,0,0,0,0,0.11,0.07,0.17,0.11,0.17,Matches
412,Robert Lewandowski,pl POL,FW,es Barcelona,37-134,1988,5,3,247,2.7,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,1,4,8,0,0,0,0,0,0.23,0.1,0.33,0.23,0.33,Matches
413,Rico Lewis,eng ENG,MF,eng Manchester City,21-042,2004,3,2,128,1.4,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.4,2,4,13,0,0.7,0.7,0,0.7,0.12,0.18,0.3,0.12,0.3,Matches
414,Myles Lewis-Skelly,eng ENG,DF,eng Arsenal,19-098,2006,5,4,355,3.9,0,2,2,0,0,0,1,0,0.1,0.1,0.6,0.7,7,15,8,0,0.51,0.51,0,0.51,0.02,0.16,0.19,0.02,0.19,Matches
415,Fedde Leysen,be BEL,DF,be Union SG,22-177,2003,5,4,361,4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,17,2,0,0,0,0,0,0.03,0.02,0.06,0.03,0.06,Matches
416,Valentino Livramento,eng ENG,DF,eng Newcastle Utd,23-051,2002,3,3,239,2.7,0,0,0,0,0,0,0,0,0,0,0,0,5,13,12,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
417,Marcos Llorente,es ESP,"DF,MF",es Atlético Madrid,30-337,1995,4,3,273,3,3,0,3,3,0,0,0,0,0.5,0.5,0.3,0.9,9,9,13,0.99,0,0.99,0.99,0.99,0.17,0.11,0.28,0.17,0.28,Matches
418,Stanislav Lobotka,sk SVK,MF,it Napoli,31-038,1994,4,4,323,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
419,Manuel Locatelli,it ITA,MF,it Juventus,27-359,1998,6,4,360,4,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.6,2,27,2,0,0,0,0,0,0.04,0.12,0.16,0.04,0.16,Matches
420,Ademola Lookman,ng NGA,"FW,MF",it Atalanta,28-074,1997,5,5,362,4,1,1,2,1,0,0,0,0,1.8,1.8,0.8,2.6,22,16,41,0.25,0.25,0.5,0.25,0.5,0.45,0.2,0.65,0.45,0.65,Matches
421,Fermin López,es ESP,"MF,FW",es Barcelona,22-236,2003,5,5,375,4.2,3,2,5,3,0,0,2,0,1.3,1.3,0.9,2.2,8,22,37,0.72,0.48,1.2,0.72,1.2,0.32,0.21,0.53,0.32,0.53,Matches
422,Marcos López,pe PER,DF,dk FC Copenhagen,26-043,1999,6,5,478,5.3,0,1,1,0,0,0,2,0,0.1,0.1,1.2,1.3,5,25,15,0,0.19,0.19,0,0.19,0.01,0.23,0.24,0.01,0.24,Matches
423,Lorenzo Lucca,it ITA,FW,it Napoli,25-114,2000,4,1,109,1.2,0,0,0,0,0,0,0,1,0.1,0.1,0,0.1,1,1,4,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
424,Derrick Luckassen,nl NED,DF,cy Pafos FC,30-183,1995,6,6,540,6,1,0,1,1,0,0,1,0,0.7,0.7,0.5,1.2,3,10,3,0.17,0,0.17,0.17,0.17,0.12,0.08,0.2,0.12,0.2,Matches
425,David Luiz,br BRA,DF,cy Pafos FC,38-255,1987,6,6,450,5,1,0,1,1,0,0,1,0,0.8,0.8,0.2,1,1,2,1,0.2,0,0.2,0.2,0.2,0.17,0.04,0.2,0.17,0.2,Matches
426,Dodi Lukebakio,be BEL,"FW,MF",pt Benfica,28-100,1997,3,3,256,2.8,0,0,0,0,0,0,2,0,1.2,1.2,0.4,1.6,16,8,22,0,0,0,0,0,0.42,0.15,0.58,0.42,0.58,Matches
427,Andriy Lunin,ua UKR,GK,es Real Madrid,26-325,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
428,Odin Lurås Bjørtuft,no NOR,DF,no Bodø/Glimt,27-014,1998,6,6,540,6,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,3,23,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
429,Isak Määttä,no NOR,"DF,FW",no Bodø/Glimt,24-105,2001,4,2,156,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,5,7,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
430,Alexis Mac Allister,ar ARG,MF,eng Liverpool,27-009,1998,6,3,331,3.7,1,0,1,1,0,0,1,0,0.7,0.7,0.2,0.9,4,21,9,0.27,0,0.27,0.27,0.27,0.19,0.06,0.25,0.19,0.25,Matches
431,Kevin Mac Allister,ar ARG,DF,be Union SG,28-056,1997,6,6,516,5.7,1,0,1,1,0,0,2,0,1,1,0.2,1.3,2,10,1,0.17,0,0.17,0.17,0.17,0.18,0.04,0.22,0.18,0.22,Matches
432,Noni Madueke,eng ENG,FW,eng Arsenal,23-298,2002,3,2,212,2.4,3,0,3,3,0,0,1,0,1.4,1.4,0.2,1.7,16,5,24,1.27,0,1.27,1.27,1.27,0.61,0.1,0.71,0.61,0.71,Matches
433,Gabriel Magalhães,br BRA,DF,eng Arsenal,28-014,1997,4,4,325,3.6,1,1,2,1,0,0,1,0,0.6,0.6,0.3,0.9,0,10,0,0.28,0.28,0.55,0.28,0.55,0.17,0.07,0.24,0.17,0.24,Matches
434,Daniel Maldini,it ITA,FW,it Atalanta,24-083,2001,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
435,Giorgi Mamardashvili,ge GEO,GK,eng Liverpool,25-095,2000,4,3,305,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
436,Dennis Man,ro ROU,"MF,FW",nl PSV Eindhoven,27-129,1998,6,4,351,3.9,2,0,2,2,0,0,0,0,0.6,0.6,0.2,0.8,13,12,26,0.51,0,0.51,0.51,0.51,0.15,0.05,0.2,0.15,0.2,Matches
437,Ricardo Mangas,pt POR,MF,pt Sporting CP,27-289,1998,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
438,Manuel Manu,pt POR,MF,pt Benfica,24-204,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
439,José María Giménez,uy URU,DF,es Atlético Madrid,30-347,1995,3,2,217,2.4,1,0,1,1,0,0,1,0,0.4,0.4,0,0.4,1,6,0,0.41,0,0.41,0.41,0.41,0.18,0,0.18,0.18,0.18,Matches
440,Rafa Marín,es ESP,DF,es Villarreal,23-228,2002,3,2,206,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,6,0,0,0,0,0,0,0.03,0.09,0.12,0.03,0.12,Matches
441,João Mário Lopes,pt POR,DF,it Juventus,25-364,2000,2,0,107,1.2,0,1,1,0,0,0,0,0,0,0,0.2,0.2,1,3,16,0,0.84,0.84,0,0.84,0,0.13,0.13,0,0.13,Matches
442,Jakub Markovi?,cz CZE,GK,cz Slavia Prague,24-173,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
443,Omar Marmoush,eg EGY,FW,eng Manchester City,26-329,1999,4,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,0,2,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
444,Camilo Marques,co COL,FW,az Qaraba?,23-326,2002,6,6,436,4.8,2,1,3,2,0,0,0,0,1.9,1.9,0.2,2.1,9,4,19,0.41,0.21,0.62,0.41,0.62,0.39,0.03,0.42,0.39,0.42,Matches
445,Marquinhos,br BRA,DF,fr Paris S-G,31-233,1994,4,4,315,3.5,1,0,1,1,0,0,0,0,0.4,0.4,0.6,1,2,15,2,0.29,0,0.29,0.29,0.29,0.12,0.16,0.28,0.12,0.28,Matches
446,Carlos Martín,es ESP,FW,es Atlético Madrid,23-255,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
447,Gerard Martín,es ESP,DF,es Barcelona,24-001,2002,6,3,269,3,0,0,0,0,0,0,2,0,0,0,0.1,0.1,1,18,8,0,0,0,0,0,0.01,0.02,0.02,0.01,0.02,Matches
448,Gabriel Martinelli,br BRA,FW,eng Arsenal,24-198,2001,5,3,295,3.3,5,1,6,5,0,0,0,0,2.8,2.8,0.9,3.7,12,5,34,1.53,0.31,1.83,1.53,1.83,0.86,0.28,1.14,0.86,1.14,Matches
449,Lautaro Martínez,ar ARG,FW,it Inter,28-133,1997,5,5,330,3.7,4,0,4,4,0,0,2,0,4.2,4.2,1.5,5.7,6,12,29,1.09,0,1.09,1.09,1.09,1.15,0.42,1.57,1.15,1.57,Matches
450,Gelson Martins,pt POR,FW,gr Olympiacos,30-236,1995,5,5,376,4.2,2,0,2,2,0,0,0,0,0.8,0.8,0.2,1,23,9,46,0.48,0,0.48,0.48,0.48,0.18,0.04,0.23,0.18,0.23,Matches
451,Alyaksandr Martynovich,by BLR,DF,kz Qa?rat Almaty,38-129,1987,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,9,27,0,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
452,Franco Mastantuono,ar ARG,FW,es Real Madrid,18-141,2007,3,2,138,1.5,0,0,0,0,0,0,0,0,1,1,0.1,1.1,4,8,14,0,0,0,0,0,0.63,0.06,0.69,0.63,0.69,Matches
453,Luís Mata,pt POR,DF,kz Qa?rat Almaty,28-180,1997,5,5,439,4.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,7,7,21,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,Matches
454,Pape Matar Sarr,sn SEN,MF,eng Tottenham,23-110,2002,6,4,372,4.1,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,4,14,11,0,0,0,0,0,0.08,0.09,0.17,0.08,0.17,Matches
455,Jean Mattéo Bahoya,fr FRA,"FW,DF",de Eint Frankfurt,20-240,2005,6,2,207,2.3,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,7,3,17,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
456,Christian Mawissa,fr FRA,DF,fr Monaco,20-259,2005,2,1,98,1.1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,Matches
457,Senny Mayulu,fr FRA,"FW,MF",fr Paris S-G,19-230,2006,5,4,302,3.4,1,0,1,1,0,0,0,0,2,2,0.3,2.3,8,15,18,0.3,0,0.3,0.3,0.3,0.6,0.09,0.69,0.6,0.69,Matches
458,Ibrahim Maza,dz ALG,MF,de Leverkusen,20-039,2005,6,3,366,4.1,0,2,2,0,0,0,1,0,0.4,0.4,0.7,1.1,7,13,12,0,0.49,0.49,0,0.49,0.1,0.16,0.26,0.1,0.26,Matches
459,Kylian Mbappé,fr FRA,FW,es Real Madrid,27-013,1998,5,5,440,4.9,9,0,9,6,3,3,0,0,6.1,3.8,1.7,5.5,19,34,50,1.84,0,1.84,1.23,1.23,1.24,0.35,1.59,0.77,1.13,Matches
460,Ibrahim Mbaye,sn SEN,"FW,MF",fr Paris S-G,17-343,2008,3,1,99,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,5,0,11,0,0,0,0,0,0.15,0,0.15,0.15,0.15,Matches
461,Youssoupha Mbodji,sn SEN,"DF,MF",cz Slavia Prague,21-358,2004,6,4,333,3.7,2,0,2,2,0,0,2,0,1.5,1.5,0.2,1.6,1,5,3,0.54,0,0.54,0.54,0.54,0.4,0.04,0.44,0.4,0.44,Matches
462,James McConnell,eng ENG,MF,nl Ajax,21-111,2004,3,1,119,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,Matches
463,Weston McKennie,us USA,"DF,MF",it Juventus,27-127,1998,6,6,508,5.6,2,0,2,2,0,0,1,0,0.6,0.6,0.5,1.1,11,24,17,0.35,0,0.35,0.35,0.35,0.1,0.1,0.2,0.1,0.2,Matches
464,Scott McTominay,sct SCO,MF,it Napoli,29-025,1996,6,6,518,5.8,3,0,3,3,0,0,0,0,2.8,2.8,0.6,3.4,8,28,17,0.52,0,0.52,0.52,0.52,0.49,0.1,0.59,0.49,0.59,Matches
465,Brandon Mechele,be BEL,DF,be Club Brugge,32-339,1993,6,6,540,6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,6,13,3,0,0,0,0,0,0.01,0.01,0.03,0.01,0.03,Matches
466,Facundo Medina,ar ARG,DF,fr Marseille,26-219,1999,2,2,125,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Matches
467,Kevin Medina,co COL,DF,az Qaraba?,32-299,1993,6,6,510,5.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,7,12,0,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches
468,Bjorn Meijer,nl NED,DF,be Club Brugge,22-290,2003,4,2,177,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,5,11,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
469,Birger Meling,no NOR,DF,dk FC Copenhagen,31-016,1994,2,1,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,Matches
470,Nuno Mendes,pt POR,DF,fr Paris S-G,23-197,2002,6,6,479,5.3,2,2,4,2,0,0,2,0,1.2,1.2,1.5,2.7,15,32,20,0.38,0.38,0.75,0.38,0.75,0.22,0.28,0.5,0.22,0.5,Matches
471,Ferland Mendy,fr FRA,DF,es Real Madrid,30-208,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,4,4,0,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
472,Jeremiah Mensah,de GER,MF,de Leverkusen,17-315,2008,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,0,1,0,0,0,0,0,0.7,0,0.7,0.7,0.7,Matches
473,Mikel Merino,es ESP,"MF,FW",eng Arsenal,29-194,1996,6,5,425,4.7,2,0,2,2,0,0,2,0,1.1,1.1,0.5,1.6,4,28,17,0.42,0,0.42,0.42,0.42,0.24,0.1,0.35,0.24,0.35,Matches
474,Neofytos Michael,cy CYP,GK,cy Pafos FC,32-017,1993,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
475,Lucas Michal,fr FRA,FW,fr Monaco,20-195,2005,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,Matches
476,Simon Mignolet,be BEL,GK,be Club Brugge,37-302,1988,1,1,18,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
477,Georges Mikautadze,ge GEO,FW,es Villarreal,25-063,2000,5,5,330,3.7,1,0,1,1,0,0,0,0,0.9,0.9,0.1,0.9,1,6,11,0.27,0,0.27,0.27,0.27,0.23,0.02,0.25,0.23,0.25,Matches
478,Wisdom Mike,de GER,FW,de Bayern Munich,17-100,2008,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0.22,0,0.22,0.22,0.22,Matches
479,Lewis Miley,eng ENG,"MF,DF",eng Newcastle Utd,19-246,2006,5,1,210,2.3,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,1,7,3,0.43,0,0.43,0.43,0.43,0.31,0.03,0.34,0.31,0.34,Matches
480,Vanja Milinkovi?-Savi?,rs SRB,GK,it Napoli,28-316,1997,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
481,Éder Militão,br BRA,DF,es Real Madrid,27-349,1998,3,3,270,3,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,0,7,1,0,0,0,0,0,0.1,0.02,0.12,0.1,0.12,Matches
482,Kim Min-jae,kr KOR,DF,de Bayern Munich,29-048,1996,5,1,164,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,4,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
483,Takumi Minamino,jp JPN,MF,fr Monaco,30-351,1995,5,4,324,3.6,1,1,2,1,0,0,0,0,1.9,1.9,1.2,3.2,7,19,20,0.28,0.28,0.56,0.28,0.56,0.54,0.34,0.88,0.54,0.88,Matches
484,Fabio Miretti,it ITA,MF,it Juventus,22-152,2003,3,2,148,1.6,0,1,1,0,0,0,1,0,0.3,0.3,0.4,0.7,4,10,8,0,0.61,0.61,0,0.61,0.17,0.24,0.41,0.17,0.41,Matches
485,Henrikh Mkhitaryan,am ARM,MF,it Inter,36-346,1989,2,2,149,1.7,0,0,0,0,0,0,2,0,0,0,0,0,4,6,5,0,0,0,0,0,0,0,0,0,0,Matches
486,Tadjidine Mmadi,fr FRA,MF,fr Marseille,18-305,2007,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches
487,Samy Mmaee,ma MAR,DF,az Qaraba?,29-116,1996,1,0,30,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,0,0,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
488,Brede Moe,no NOR,DF,no Bodø/Glimt,34-018,1991,2,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
489,Jorthy Mokio,be BEL,"MF,DF",nl Ajax,17-307,2008,5,2,327,3.6,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.5,4,12,4,0,0,0,0,0,0.09,0.03,0.13,0.09,0.13,Matches
490,Alberto Moleiro,es ESP,MF,es Villarreal,22-094,2003,6,2,204,2.3,0,0,0,0,0,0,1,0,0.1,0.1,1.1,1.3,4,9,8,0,0,0,0,0,0.05,0.5,0.55,0.05,0.55,Matches
491,Nahuel Molina,ar ARG,DF,es Atlético Madrid,27-271,1998,5,3,283,3.1,0,0,0,0,0,0,1,0,0,0,0,0,6,17,11,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
492,Joni Montiel,es ESP,MF,az Qaraba?,27-121,1998,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,2,0,0,0,0,0,0,0,7.36,7.36,0,7.36,Matches
493,Gerard Moreno,es ESP,FW,es Villarreal,33-270,1992,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,0,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches
494,Hidemasa Morita,jp JPN,MF,pt Sporting CP,30-237,1995,5,0,81,0.9,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,2,8,3,0,1.11,1.11,0,1.11,0.18,0.25,0.43,0.18,0.43,Matches
495,Raúl Moro,es ESP,"FW,MF",nl Ajax,23-028,2002,5,2,195,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,9,9,25,0,0,0,0,0,0.11,0.1,0.2,0.11,0.2,Matches
496,David Moses,ng NGA,"MF,DF",cz Slavia Prague,21-347,2004,4,4,320,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,8,11,0,0,0,0,0,0.02,0.07,0.08,0.02,0.08,Matches
497,Cristhian Mosquera,es ESP,DF,eng Arsenal,21-189,2004,4,2,215,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,4,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches
498,Youssoufa Moukoko,de GER,FW,dk FC Copenhagen,21-043,2004,5,4,286,3.2,0,0,0,0,0,0,0,0,1,1,0,1,3,5,13,0,0,0,0,0,0.31,0,0.31,0.31,0.31,Matches
499,Santiago Mouriño,uy URU,DF,es Villarreal,23-323,2002,5,5,442,4.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,9,29,3,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches
500,Christos Mouzakitis,gr GRE,MF,gr Olympiacos,19-008,2006,6,3,365,4.1,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.7,4,38,6,0,0,0,0,0,0.03,0.13,0.16,0.03,0.16,Matches
501,Alexandr Mrynskiy,kz KAZ,"DF,FW",kz Qa?rat Almaty,21-171,2004,6,6,530,5.9,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,15,4,31,0,0,0,0,0,0.03,0.08,0.11,0.03,0.11,Matches
502,Jacob Murphy,eng ENG,"FW,DF",eng Newcastle Utd,30-312,1995,5,2,212,2.4,0,2,2,0,0,0,0,0,0.1,0.1,1.1,1.2,5,4,19,0,0.85,0.85,0,0.85,0.05,0.46,0.5,0.05,0.5,Matches
503,Yunus Musah,us USA,MF,it Atalanta,23-034,2002,5,1,154,1.7,0,1,1,0,0,0,2,0,0.6,0.6,0.5,1.1,1,4,1,0,0.58,0.58,0,0.58,0.35,0.29,0.64,0.35,0.64,Matches
504,Juan Musso,ar ARG,GK,es Atlético Madrid,31-241,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
505,B?hlul Mustafazad?,az AZE,DF,az Qaraba?,28-309,1997,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches
506,Bilal Nadir,ma MAR,"MF,FW",fr Marseille,22-035,2003,2,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,Matches
507,Diogo Nascimento,pt POR,"MF,FW",gr Olympiacos,23-061,2002,2,0,88,1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,2,3,0,0,0,0,0,0,0.17,0.17,0,0.17,Matches
508,Pau Navarro,es ESP,DF,es Villarreal,20-252,2005,2,1,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,15,0,0,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches
509,Roberto Navarro,es ESP,"FW,MF",es Athletic Club,23-265,2002,5,4,335,3.7,1,0,1,1,0,0,0,0,1.2,1.2,0.2,1.4,10,9,26,0.27,0,0.27,0.27,0.27,0.33,0.04,0.37,0.33,0.37,Matches
510,Quentin Ndjantou Mbitcha,fr FRA,"FW,MF",fr Paris S-G,18-163,2007,3,1,104,1.2,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,4,3,13,0,0.87,0.87,0,0.87,0.1,0.25,0.35,0.1,0.35,Matches
511,David Neres,br BRA,"MF,FW",it Napoli,28-305,1997,6,2,264,2.9,0,1,1,0,0,0,0,0,0.3,0.3,1,1.3,15,8,26,0,0.34,0.34,0,0.34,0.1,0.34,0.44,0.1,0.44,Matches
512,José Neto,pt POR,MF,pt Benfica,17-258,2008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
