Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
632,Mohammed Salisu,gh GHA,DF,fr Monaco,26-260,1999,5,5,442,4.9,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,0,9,1,0,0,0,0,0,0.03,0.08,0.12,0.03,0.12,Matches
633,Roland Sallai,hu HUN,"DF,FW",tr Galatasaray,28-225,1997,6,5,469,5.2,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.6,18,11,22,0,0,0,0,0,0.03,0.08,0.11,0.03,0.11,Matches
634,Marli Salmon,eng ENG,DF,eng Arsenal,16-126,2009,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
635,Ulrik Saltnes,no NOR,MF,no Bodø/Glimt,33-053,1992,1,0,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,2,1,0,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
636,Lazar Samardzic,rs SRB,"FW,MF",it Atalanta,23-312,2002,4,0,82,0.9,2,0,2,1,1,1,0,0,0.9,0.1,0.1,0.2,2,5,3,2.2,0,2.2,1.1,1.1,0.97,0.1,1.07,0.1,0.21,Matches
637,Oihan Sancet,es ESP,MF,es Athletic Club,25-252,2000,4,4,276,3.1,0,0,0,0,0,0,0,0,1.1,1.1,0.2,1.3,9,15,27,0,0,0,0,0,0.36,0.08,0.44,0.36,0.44,Matches
638,Davinson Sánchez,co COL,DF,tr Galatasaray,29-204,1996,6,6,540,6,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.7,7,28,2,0,0,0,0,0,0.11,0.01,0.12,0.11,0.12,Matches
639,Ibon Sánchez,es ESP,FW,es Athletic Club,21-300,2004,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.33,0,0.33,0.33,0.33,Matches
640,Robert Sánchez,es ESP,GK,eng Chelsea,28-045,1997,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches
641,Selton Sánchez,es ESP,MF,es Athletic Club,18-316,2007,2,0,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,Matches
642,Cisse Sandra,be BEL,MF,be Club Brugge,22-017,2003,2,1,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches
643,Leroy Sané,de GER,"FW,MF",tr Galatasaray,29-356,1996,5,5,426,4.7,0,2,2,0,0,0,0,0,0.5,0.5,1.8,2.3,13,21,32,0,0.42,0.42,0,0.42,0.11,0.38,0.49,0.11,0.49,Matches
644,Maroan Sannadi,ma MAR,FW,es Athletic Club,24-335,2001,1,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
645,Alisson Santos,br BRA,"FW,MF",pt Sporting CP,23-097,2002,6,1,154,1.7,2,0,2,2,0,0,0,0,0.2,0.2,0,0.2,14,3,13,1.17,0,1.17,1.17,1.17,0.1,0.02,0.11,0.1,0.11,Matches
646,Andrey Santos,br BRA,MF,eng Chelsea,21-244,2004,4,1,158,1.8,0,2,2,0,0,0,2,0,0.2,0.2,0.2,0.4,1,6,4,0,1.14,1.14,0,1.14,0.12,0.13,0.24,0.12,0.24,Matches
647,Kauã Santos,br BRA,GK,de Eint Frankfurt,22-266,2003,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
648,Youssoupha Sanyang,sn SEN,"FW,DF",cz Slavia Prague,20-124,2005,4,3,209,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,6,2,4,0,0,0,0,0,0.06,0.02,0.09,0.06,0.09,Matches
649,Gabriel Sara,br BRA,MF,tr Galatasaray,26-190,1999,6,3,291,3.2,0,0,0,0,0,0,0,0,0.3,0.3,0.9,1.2,6,19,9,0,0,0,0,0,0.09,0.27,0.36,0.09,0.36,Matches
650,Dastan Satpayev,kz KAZ,FW,kz Qa?rat Almaty,17-143,2008,5,5,439,4.9,1,0,1,1,0,0,3,0,1.5,1.5,0.5,1.9,8,3,26,0.21,0,0.21,0.21,0.21,0.3,0.09,0.39,0.3,0.39,Matches
651,Sávio,br BRA,"MF,FW",eng Manchester City,21-267,2004,6,3,324,3.6,0,1,1,0,0,0,2,0,0.6,0.6,1,1.5,41,12,43,0,0.28,0.28,0,0.28,0.16,0.26,0.42,0.16,0.42,Matches
652,Giorgio Scalvini,it ITA,DF,it Atalanta,22-022,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
653,Gianluca Scamacca,it ITA,FW,it Atalanta,27-001,1999,4,2,173,1.9,1,0,1,1,0,0,0,0,1.9,1.9,0.1,2,1,4,11,0.52,0,0.52,0.52,0.52,1,0.05,1.05,1,1.05,Matches
654,Dane Scarlett,eng ENG,MF,eng Tottenham,21-284,2004,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,Matches
655,Fabian Schär,ch SUI,DF,eng Newcastle Utd,34-013,1991,3,2,130,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,2,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
656,Kjell Scherpen,nl NED,GK,be Union SG,25-344,2000,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
657,Patrik Schick,cz CZE,FW,de Leverkusen,29-343,1996,4,3,259,2.9,2,0,2,2,0,0,0,0,0.7,0.7,0,0.7,2,1,9,0.69,0,0.69,0.69,0.69,0.24,0.01,0.25,0.24,0.25,Matches
658,Andreas Schjelderup,no NOR,FW,pt Benfica,21-215,2004,3,1,105,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.3,12,9,23,0,0,0,0,0,0.06,0.22,0.29,0.06,0.29,Matches
659,Nico Schlotterbeck,de GER,DF,de Dortmund,26-032,1999,5,4,381,4.2,0,0,0,0,0,0,0,0,0,0,0,0,4,31,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
660,Rob Schoofs,be BEL,MF,be Union SG,31-285,1994,5,2,151,1.7,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.5,2,4,3,0,0.6,0.6,0,0.6,0.1,0.17,0.27,0.1,0.27,Matches
661,Jerdy Schouten,nl NED,"DF,MF",nl PSV Eindhoven,28-355,1997,6,6,495,5.5,0,0,0,0,0,0,1,0,0,0,0.1,0.1,6,21,3,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches
662,Ivan Schranz,sk SVK,"MF,FW",cz Slavia Prague,32-111,1993,2,0,46,0.5,0,0,0,0,0,0,1,0,0.6,0.6,0,0.6,0,1,4,0,0,0,0,0,1.24,0,1.24,1.24,1.24,Matches
663,Lorenzo Scipioni,ar ARG,MF,gr Olympiacos,21-039,2004,2,0,24,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Matches
664,Ken Sema,se SWE,"DF,MF",cy Pafos FC,32-094,1993,4,1,109,1.2,0,1,1,0,0,0,0,0,0,0,0.7,0.7,0,3,4,0,0.83,0.83,0,0.83,0,0.55,0.55,0,0.55,Matches
665,Nicolás Serrano,es ESP,"FW,MF",es Athletic Club,22-303,2003,3,0,59,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,4,1,7,0,0,0,0,0,0.33,0.04,0.37,0.33,0.37,Matches
666,Joaquin Seys,be BEL,DF,be Club Brugge,20-280,2005,5,4,363,4,0,1,1,0,0,0,1,0,0.2,0.2,0.6,0.8,8,19,13,0,0.25,0.25,0,0.25,0.05,0.16,0.21,0.05,0.21,Matches
667,Aleksandr Shirobokov,kz KAZ,DF,kz Qa?rat Almaty,23-000,2003,3,3,270,3,0,1,1,0,0,0,0,0,0,0,0,0,2,7,0,0,0.33,0.33,0,0.33,0,0.02,0.02,0,0.02,Matches
668,António Silva,pt POR,DF,pt Benfica,22-064,2003,5,4,357,4,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
669,Bernardo Silva,pt POR,MF,eng Manchester City,31-145,1994,5,4,372,4.1,1,0,1,1,0,0,3,0,0.4,0.4,0.3,0.7,11,16,39,0.24,0,0.24,0.24,0.24,0.09,0.08,0.17,0.09,0.17,Matches
670,Bruno Felipe Souza da Silva,br BRA,DF,cy Pafos FC,31-221,1994,5,5,384,4.3,0,0,0,0,0,0,2,1,0.4,0.4,0.2,0.7,12,10,9,0,0,0,0,0,0.1,0.05,0.15,0.1,0.15,Matches
671,Caio Henrique Oliveira Silva,br BRA,DF,fr Monaco,28-155,1997,5,5,405,4.5,0,0,0,0,0,0,0,0,0,0,1.3,1.3,9,24,10,0,0,0,0,0,0,0.3,0.3,0,0.3,Matches
672,Fábio Silva,pt POR,"FW,MF",de Dortmund,23-167,2002,5,1,132,1.5,1,1,2,1,0,1,0,0,1.9,1.1,0.5,1.6,7,3,12,0.68,0.68,1.36,0.68,1.36,1.3,0.36,1.67,0.76,1.12,Matches
673,Matheus Silva,br BRA,DF,az Qaraba?,28-091,1997,6,6,509,5.7,1,0,1,1,0,0,2,0,0.2,0.2,0.2,0.4,6,9,8,0.18,0,0.18,0.18,0.18,0.03,0.03,0.07,0.03,0.07,Matches
674,Rui Silva,pt POR,GK,pt Sporting CP,31-329,1994,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
675,Giuliano Simeone,ar ARG,MF,es Atlético Madrid,23-015,2002,6,6,500,5.6,1,1,2,1,0,0,1,0,0.7,0.7,1.3,2.1,19,17,57,0.18,0.18,0.36,0.18,0.36,0.13,0.24,0.37,0.13,0.37,Matches
676,João Simões,pt POR,MF,pt Sporting CP,18-361,2007,5,5,372,4.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,9,9,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,Matches
677,Unai Simón,es ESP,GK,es Athletic Club,28-205,1997,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
678,Xavi Simons,nl NED,"MF,FW",eng Tottenham,22-256,2003,6,3,295,3.3,1,1,2,0,1,1,1,0,1.1,0.3,1,1.3,6,18,18,0.31,0.31,0.61,0,0.31,0.35,0.3,0.64,0.11,0.4,Matches
679,Wilfried Singo,ci CIV,DF,tr Galatasaray,25-008,2000,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0.1,0.2,3,7,6,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,Matches
680,Hugo Siquet,be BEL,DF,be Club Brugge,23-177,2002,3,2,191,2.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,4,9,4,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07,Matches
681,Fredrik Sjøvold,no NOR,DF,no Bodø/Glimt,22-138,2003,6,6,540,6,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,11,24,10,0,0,0,0,0,0.03,0.07,0.1,0.03,0.1,Matches
682,Ellyes Skhiri,tn TUN,MF,de Eint Frankfurt,30-237,1995,6,2,207,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,7,0,0,0,0,0,0,0.03,0.03,0.07,0.03,0.07,Matches
683,Manor Solomon,il ISR,MF,es Villarreal,26-162,1999,2,0,63,0.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,4,4,0,0,0,0,0,0.07,0.1,0.17,0.07,0.17,Matches
684,Yann Sommer,ch SUI,GK,it Inter,37-016,1988,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
685,Yegor Sorokin,ru RUS,DF,kz Qa?rat Almaty,30-059,1995,6,6,540,6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,4,29,1,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,Matches
686,Djed Spence,eng ENG,DF,eng Tottenham,25-146,2000,6,4,352,3.9,0,0,0,0,0,0,0,0,0,0,0.2,0.2,10,15,16,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,Matches
687,Jorne Spileers,be BEL,DF,be Club Brugge,20-346,2005,3,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
688,Leonardo Spinazzola,it ITA,DF,it Napoli,32-283,1993,4,3,281,3.1,0,1,1,0,0,0,1,0,0,0,0.2,0.3,8,10,15,0,0.32,0.32,0,0.32,0.01,0.07,0.08,0.01,0.08,Matches
689,Jind?ich Stan?k,cz CZE,GK,cz Slavia Prague,29-250,1996,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
690,Josip Staniši?,hr CRO,DF,de Bayern Munich,25-275,2000,4,4,317,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,6,14,12,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08,Matches
691,Aleksandar Stankovi?,rs SRB,MF,be Club Brugge,20-152,2005,6,6,523,5.8,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.1,6,24,9,0,0,0,0,0,0.1,0.1,0.19,0.1,0.19,Matches
692,Jug Stanojev,rs SRB,"MF,FW",kz Qa?rat Almaty,26-157,1999,4,0,78,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,1,3,0,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches
693,Sean Steur,nl NED,MF,nl Ajax,17-356,2008,1,1,75,0.8,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,1,4,2,0,1.2,1.2,0,1.2,0.13,0.08,0.21,0.13,0.21,Matches
694,John Stones,eng ENG,DF,eng Manchester City,31-219,1994,4,4,342,3.8,0,0,0,0,0,0,0,0,0,0,0.3,0.3,3,27,6,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches
695,Gabriel Strefezza,br BRA,FW,gr Olympiacos,28-259,1997,4,1,98,1.1,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.5,6,5,14,0,0.92,0.92,0,0.92,0.21,0.26,0.47,0.21,0.47,Matches
696,Petar Sucic,hr CRO,MF,it Inter,22-069,2003,6,1,189,2.1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,13,10,16,0,0,0,0,0,0.25,0.23,0.48,0.25,0.48,Matches
697,Heorhiy Sudakov,ua UKR,"FW,MF",pt Benfica,23-123,2002,6,6,479,5.3,0,1,1,0,0,0,0,0,0.2,0.2,0.9,1.1,11,30,23,0,0.19,0.19,0,0.19,0.04,0.16,0.21,0.04,0.21,Matches
698,Niklas Süle,de GER,DF,de Dortmund,30-121,1995,1,1,69,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,4,0,0,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
699,Kamaldeen Sulemana,gh GHA,"FW,MF",it Atalanta,23-321,2002,3,0,68,0.8,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,7,5,11,0,0,0,0,0,0.5,0.05,0.55,0.5,0.55,Matches
700,Ivan Šunji?,ba BIH,MF,cy Pafos FC,29-085,1996,6,6,540,6,0,0,0,0,0,0,2,0,0.2,0.2,0,0.3,0,8,2,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
701,Josip Šutalo,hr CRO,DF,nl Ajax,25-308,2000,5,3,313,3.5,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0,18,0,0,0,0,0,0,0.02,0.05,0.06,0.02,0.06,Matches
702,Junnosuke Suzuki,jp JPN,DF,dk FC Copenhagen,22-174,2003,5,4,393,4.4,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.5,9,14,13,0,0.23,0.23,0,0.23,0.05,0.07,0.12,0.05,0.12,Matches
703,Daniel Svensson,se SWE,DF,de Dortmund,23-324,2002,6,5,508,5.6,2,0,2,2,0,0,1,0,0.7,0.7,0,0.7,5,12,40,0.35,0,0.35,0.35,0.35,0.12,0,0.12,0.12,0.12,Matches
704,Ross Sykes,eng ENG,DF,be Union SG,26-282,1999,4,2,205,2.3,1,0,1,1,0,0,0,0,0.1,0.1,0.3,0.5,0,6,0,0.44,0,0.44,0.44,0.44,0.06,0.14,0.2,0.06,0.2,Matches
705,Wojciech Szcz?sny,pl POL,GK,es Barcelona,35-259,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
706,Dominik Szoboszlai,hu HUN,"MF,DF",eng Liverpool,25-069,2000,6,6,540,6,3,3,6,2,1,1,0,0,2.1,1.3,1.9,3.2,21,43,30,0.5,0.5,1,0.33,0.83,0.35,0.32,0.67,0.22,0.54,Matches
707,Alexander Sørloth,no NOR,FW,es Atlético Madrid,30-028,1995,5,2,229,2.5,1,1,2,1,0,0,0,0,1.1,1.1,1.3,2.4,8,9,8,0.39,0.39,0.79,0.39,0.79,0.45,0.51,0.96,0.45,0.96,Matches
708,Jonathan Tah,de GER,DF,de Bayern Munich,29-325,1996,6,5,423,4.7,1,1,2,1,0,0,1,0,0.2,0.2,0.1,0.3,3,17,0,0.21,0.21,0.43,0.21,0.43,0.03,0.02,0.06,0.03,0.06,Matches
709,Erkin Tapalov,kz KAZ,DF,kz Qa?rat Almaty,32-121,1993,6,5,374,4.2,0,0,0,0,0,0,1,0,0,0,0.3,0.3,4,11,16,0,0,0,0,0,0.01,0.06,0.07,0.01,0.07,Matches
710,Axel Tapé,fr FRA,DF,de Leverkusen,18-145,2007,1,1,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,Matches
711,Edmond Tapsoba,bf BFA,DF,de Leverkusen,26-334,1999,5,5,450,5,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,4,22,1,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
712,Mehdi Taremi,ir IRN,"MF,FW",gr Olympiacos,33-168,1992,6,0,196,2.2,1,1,2,1,0,0,1,0,1.4,1.4,0.9,2.3,3,6,15,0.46,0.46,0.92,0.46,0.92,0.65,0.41,1.06,0.65,1.06,Matches
713,Kenneth Taylor,nl NED,MF,nl Ajax,23-231,2002,4,4,258,2.9,0,0,0,0,0,0,0,1,0.3,0.3,0.1,0.4,3,16,12,0,0,0,0,0,0.11,0.02,0.13,0.11,0.13,Matches
714,Aurélien Tchouaméni,fr FRA,MF,es Real Madrid,25-340,2000,6,6,529,5.9,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,2,37,2,0,0,0,0,0,0.05,0.09,0.14,0.05,0.14,Matches
715,Mathys Tel,fr FRA,FW,eng Tottenham,20-250,2005,1,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,2,3,0,0,0,0,0,0.18,0,0.18,0.18,0.18,Matches
716,Nathan Tella,ng NGA,MF,de Leverkusen,26-181,1999,2,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,0,7,0,0,0,0,0,0.3,0,0.3,0.3,0.3,Matches
717,Arnau Tenas,es ESP,GK,es Villarreal,24-217,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
718,Jordan Teze,nl NED,"MF,DF",fr Monaco,26-094,1999,5,4,376,4.2,1,0,1,1,0,0,0,0,0.7,0.7,1.1,1.8,2,21,10,0.24,0,0.24,0.24,0.24,0.17,0.26,0.42,0.17,0.42,Matches
719,Arthur Theate,be BEL,DF,de Eint Frankfurt,25-222,2000,6,6,540,6,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,2,22,0,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06,Matches
720,Malick Thiaw,de GER,DF,eng Newcastle Utd,24-147,2001,6,5,478,5.3,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,1,18,3,0,0,0,0,0,0.07,0.02,0.09,0.07,0.09,Matches
721,Khéphren Thuram,fr FRA,MF,it Juventus,24-282,2001,5,3,262,2.9,0,1,1,0,0,0,1,0,0.2,0.2,0.8,0.9,4,9,5,0,0.34,0.34,0,0.34,0.06,0.27,0.32,0.06,0.32,Matches
722,Marcus Thuram,fr FRA,FW,it Inter,28-149,1997,5,3,280,3.1,2,1,3,2,0,0,1,0,1,1,0.6,1.7,10,4,25,0.64,0.32,0.96,0.64,0.96,0.33,0.2,0.53,0.33,0.53,Matches
723,Guus Til,nl NED,"FW,MF",nl PSV Eindhoven,28-011,1997,6,5,416,4.6,2,2,4,2,0,0,1,0,1.3,1.3,1.7,3,5,9,26,0.43,0.43,0.87,0.43,0.87,0.28,0.36,0.64,0.28,0.64,Matches
724,Malik Tillman,us USA,MF,de Leverkusen,23-219,2002,5,4,337,3.7,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.8,6,12,13,0,0,0,0,0,0.16,0.04,0.2,0.16,0.2,Matches
725,Jurriën Timber,nl NED,DF,eng Arsenal,24-199,2001,5,4,357,4,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.8,13,22,13,0.25,0,0.25,0.25,0.25,0.13,0.06,0.19,0.13,0.19,Matches
726,Sandro Tonali,it ITA,MF,eng Newcastle Utd,25-239,2000,5,5,450,5,0,1,1,0,0,0,0,0,0.6,0.6,0.7,1.3,4,25,10,0,0.2,0.2,0,0.2,0.12,0.15,0.26,0.12,0.26,Matches
727,Lucas Torreira,uy URU,MF,tr Galatasaray,29-325,1996,6,6,535,5.9,0,0,0,0,0,0,1,0,0.1,0.1,0,0.2,2,25,9,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches
728,Ferrán Torres,es ESP,FW,es Barcelona,25-307,2000,5,3,239,2.7,2,0,2,2,0,0,0,0,2.2,2.2,0.5,2.7,1,5,26,0.75,0,0.75,0.75,0.75,0.83,0.19,1.02,0.83,1.02,Matches
729,James Trafford,eng ENG,GK,eng Manchester City,23-084,2002,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
730,Nicolo Tresoldi,de GER,FW,be Club Brugge,21-135,2004,6,5,390,4.3,2,1,3,2,0,0,0,0,2.3,2.3,0.1,2.4,3,9,19,0.46,0.23,0.69,0.46,0.69,0.52,0.02,0.54,0.52,0.54,Matches
731,Francisco Trincão,pt POR,MF,pt Sporting CP,26-004,1999,5,5,405,4.5,3,1,4,3,0,0,0,0,1.4,1.4,0.4,1.7,14,21,18,0.67,0.22,0.89,0.67,0.89,0.31,0.08,0.39,0.31,0.39,Matches
732,Kieran Trippier,eng ENG,DF,eng Newcastle Utd,35-105,1990,4,4,337,3.7,0,1,1,0,0,0,0,0,0,0,0.5,0.5,4,27,12,0,0.27,0.27,0,0.27,0,0.13,0.13,0,0.13,Matches
733,Leandro Trossard,be BEL,FW,eng Arsenal,31-029,1994,4,3,207,2.3,1,2,3,1,0,0,0,0,0.7,0.7,1.1,1.8,5,4,14,0.43,0.87,1.3,0.43,1.3,0.31,0.49,0.81,0.31,0.81,Matches
734,Anatolii Trubin,ua UKR,GK,pt Benfica,24-154,2001,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
735,Azamat Tuyakbaev,kz KAZ,"FW,MF",kz Qa?rat Almaty,18-173,2007,2,0,74,0.8,0,0,0,0,0,0,2,0,0,0,0,0,4,6,2,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
736,Kostas Tzolakis,gr GRE,GK,gr Olympiacos,23-055,2002,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0.06,Matches
737,Christos Tzolis,gr GRE,"FW,MF",be Club Brugge,23-337,2002,6,6,529,5.9,1,1,2,1,0,0,1,0,1.5,1.5,1.6,3.1,23,25,51,0.17,0.17,0.34,0.17,0.34,0.26,0.27,0.52,0.26,0.52,Matches
738,Destiny Udogie,it ITA,DF,eng Tottenham,23-035,2002,4,1,110,1.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,5,8,13,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07,Matches
739,Arda Ünyay,tr TUR,DF,tr Galatasaray,18-349,2007,1,0,36,0.4,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
740,Dayot Upamecano,fr FRA,DF,de Bayern Munich,27-067,1998,6,6,503,5.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.3,3,16,3,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06,Matches
741,Can Uzun,tr TUR,"MF,FW",de Eint Frankfurt,20-052,2005,4,2,168,1.9,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,3,13,7,0.54,0,0.54,0.54,0.54,0.17,0,0.17,0.17,0.17,Matches
742,Georgios Vagiannidis,gr GRE,DF,pt Sporting CP,24-112,2001,2,1,77,0.9,0,0,0,0,0,0,0,0,0,0,0.2,0.2,3,6,4,0,0,0,0,0,0,0.19,0.19,0,0.19,Matches
743,Federico Valverde,uy URU,"DF,MF",es Real Madrid,27-164,1998,5,5,449,5,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,8,28,21,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,Matches
744,Virgil van Dijk,nl NED,DF,eng Liverpool,34-178,1991,6,6,540,6,2,0,2,2,0,0,1,0,1.3,1.3,0.4,1.7,4,34,1,0.33,0,0.33,0.33,0.33,0.22,0.07,0.29,0.22,0.29,Matches
745,Hans Vanaken,be BEL,MF,be Club Brugge,33-131,1992,6,6,540,6,1,2,3,1,0,0,1,0,0.4,0.4,1.9,2.3,9,38,24,0.17,0.33,0.5,0.17,0.5,0.07,0.32,0.39,0.07,0.39,Matches
746,Vanderson,br BRA,DF,fr Monaco,24-195,2001,4,4,277,3.1,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,5,11,12,0,0,0,0,0,0.09,0.1,0.18,0.09,0.18,Matches
747,Robinio Vaz,fr FRA,"FW,MF",fr Marseille,18-319,2007,4,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,2,2,0,0,0,0,0,0.18,0.23,0.41,0.18,0.41,Matches
748,Lucas Vázquez,es ESP,DF,de Leverkusen,34-185,1991,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,4,6,0,0,0,0,0,0,0.08,0.08,0,0.08,Matches
749,Joey Veerman,nl NED,MF,nl PSV Eindhoven,27-044,1998,6,6,540,6,0,1,1,0,0,0,1,0,0.2,0.2,0.9,1,3,59,4,0,0.17,0.17,0,0.17,0.03,0.14,0.17,0.03,0.17,Matches
750,Renato Veiga,pt POR,DF,es Villarreal,22-157,2003,6,6,540,6,1,0,1,1,0,0,2,0,0.2,0.2,0,0.2,11,35,2,0.17,0,0.17,0.17,0.17,0.03,0,0.03,0.03,0.03,Matches
